id,ing_name,prot.ing.g.,fat.ing.g.,total_cab.ing.g.,modified_cal.ing.kcal.
6256,西刀舌(蚶),8.915,1.64,5.365,52.8599
6257,紫晃肉,8.915,1.64,5.365,52.8599
6258,雙線血蚶,8.915,1.64,5.365,52.8599
6259,獅刀舌,8.915,1.64,5.365,52.8599
6260,西施貝,8.915,1.64,5.365,52.8599
6261,台灣蜆,8.94,1.44,9.7723,51.1626
6262,蜆(蜊/拉)仔,8.94,1.44,9.7723,51.1626
6263,河蜆,8.94,1.44,9.7723,51.1626
6264,大文蛤,4.38,0.2,1.5142,20.5066
6265,文蛤,4.38,0.2,1.5142,20.5066
6266,普通文蛤,4.38,0.2,1.5142,20.5066
6267,文蛤,7.6105,0.4923,2.7132,36.9374
6268,粉蟯,7.6105,0.4923,2.7132,36.9374
6269,蚶仔,7.6105,0.4923,2.7132,36.9374
6270,麗文蛤,7.6105,0.4923,2.7132,36.9374
6271,普通文蛤,7.6105,0.4923,2.7132,36.9374
6272,波紋橫簾蛤 ,9.184,1.0096,4.6406,48.3223
6273,波紋巴非蛤,9.184,1.0096,4.6406,48.3223
6274,山瓜仔(子),9.184,1.0096,4.6406,48.3223
6275,海瓜仔(子),9.184,1.0096,4.6406,48.3223
6276,菲律賓簾蛤,7.52,0.5211,4.0743,36.8107
6277,菲律賓蛤仔,7.52,0.5211,4.0743,36.8107
6278,海瓜子(仔)蛤,7.52,0.5211,4.0743,36.8107
6279,花蛤,7.52,0.5211,4.0743,36.8107
6280,環文蛤,8.738,0.9608,3.677,45.9777
6281,赤嘴蛤,8.738,0.9608,3.677,45.9777
6282,赤嘴仔,8.738,0.9608,3.677,45.9777
6283,青蛤,8.738,0.9608,3.677,45.9777
6284,海蜆,8.738,0.9608,3.677,45.9777
6285,公代,8.738,0.9608,3.677,45.9777
6286,真烏賊平均值,12.1775,0.5759,3.6793,57.1921
6287,花枝,12.1775,0.5759,3.6793,57.1921
6288,墨魚,12.1775,0.5759,3.6793,57.1921
6289,金烏賊,12.1775,0.5759,3.6793,57.1921
6290,烏鰂,12.1775,0.5759,3.6793,57.1921
6291,墨鬥魚,12.1775,0.5759,3.6793,57.1921
6292,真烏賊(大),13.85,0.25,0.75,61.3945
6293,花枝,13.85,0.25,0.75,61.3945
6294,墨魚,13.85,0.25,0.75,61.3945
6295,金烏賊,13.85,0.25,0.75,61.3945
6296,烏鰂,13.85,0.25,0.75,61.3945
6297,墨鬥魚,13.85,0.25,0.75,61.3945
6298,真烏賊(小),10.505,0.9017,6.6085,52.9897
6299,花枝,10.505,0.9017,6.6085,52.9897
6300,墨魚,10.505,0.9017,6.6085,52.9897
6301,金烏賊,10.505,0.9017,6.6085,52.9897
6302,烏鰂,10.505,0.9017,6.6085,52.9897
6303,墨鬥魚,10.505,0.9017,6.6085,52.9897
6304,章魚,13,0.6,0.9,60.922
6305,厚嘴仔,13,0.6,0.9,60.922
6306,石居,13,0.6,0.9,60.922
6307,八爪魚,13,0.6,0.9,60.922
6308,坐蛸,13,0.6,0.9,60.922
6309,石吸,13,0.6,0.9,60.922
6310,望潮,13,0.6,0.9,60.922
6311,死牛,13,0.6,0.9,60.922
6312,阿根廷魷,12.439,1.9589,0.3703,70.7838
6313,阿根廷滑柔魚,12.439,1.9589,0.3703,70.7838
6314,泡魷魚,11.283,0.23,2.9877,50.253
6315,台灣鎖管,16,0.4,1.6,71.928
6316,鎖管,16,0.4,1.6,71.928
6317,小卷 ,16,0.4,1.6,71.928
6318,尖鎖管 ,20.2,1.5329,2.3604,100.0808
6319,尖仔鎖管,20.2,1.5329,2.3604,100.0808
6320,詩博加槍烏賊,20.2,1.5329,2.3604,100.0808
6321,尖仔,20.2,1.5329,2.3604,100.0808
6322,小卷(幼體),20.2,1.5329,2.3604,100.0808
6323,軟翅仔,14.681,0.8062,0.8415,69.9598
6324,萊氏擬烏賊,14.681,0.8062,0.8415,69.9598
6325,軟翅鎖管,14.681,0.8062,0.8415,69.9598
6326,軟翅(薯/絲),14.681,0.8062,0.8415,69.9598
6327,泥障鰂,14.681,0.8062,0.8415,69.9598
6328,擬烏賊,14.681,0.8062,0.8415,69.9598
6329,柔魚,14.681,0.8062,0.8415,69.9598
6330,香螺 ,19.9365,0.099,0,86.0218
6331,小天狗剌螺,19.9365,0.099,0,86.0218
6332,雪螺,19.9365,0.099,0,86.0218
6333,象牙鳳螺,16.917,0.6535,3.5796,78.1302
6334,鳳(花/風/皇)螺,16.917,0.6535,3.5796,78.1302
6335,象牙螺,16.917,0.6535,3.5796,78.1302
6336,泥螺,21.535,0.291,0.2805,94.5793
6337,黃泥螺,21.535,0.291,0.2805,94.5793
6338,桂花螺,21.535,0.291,0.2805,94.5793
6339,桃花螺,21.535,0.291,0.2805,94.5793
6340,雪螺,8.877,0.258,0,40.232
6341,九孔螺,15,1,5.8,73.07
6342,九孔;雜色鮑;石決明 ,15,1,5.8,73.07
6343,鮑魚,15.7985,0.135,9.5466,68.6773
6344,鰒魚;石決明;石決明貝,15.7985,0.135,9.5466,68.6773
6345,蠑螺(加工),14.8,0.2,11,65
6346,烏賊精囊,9.788,0.188,6.444,43.4905
6347,烏賊鰾(膘),9.788,0.188,6.444,43.4905
6348,花枝鰾(膘),9.788,0.188,6.444,43.4905
6349,蝸牛肉,16.714,0.6864,0,77.5601
6350,小卷干,53.202,2.1319,4.6951,246.4023
6351,鎖管干(乾),53.202,2.1319,4.6951,246.4023
6352,干貝(冷凍),12.668,0.3733,1.676,57.4595
6353,元貝,12.668,0.3733,1.676,57.4595
6354,瑤柱,12.668,0.3733,1.676,57.4595
6355,干貝(乾)平均值,53.7005,1.4349,10.8178,242.2435
6356,干貝(乾),58.5,0.7,15.5,256.109
6357,元貝,58.5,0.7,15.5,256.109
6358,瑤柱,58.5,0.7,15.5,256.109
6359,小干貝(乾),48.901,2.1697,6.1355,228.378
6360,珍珠干貝,48.901,2.1697,6.1355,228.378
6361,牡蠣干,41,7.5,26.2,242.72
6362,蚵干,41,7.5,26.2,242.72
6363,鹹小卷,20.1,1.3,1.9,97.553
6364,鹹鎖管,20.1,1.3,1.9,97.553
6365,鹽漬小卷,20.1,1.3,1.9,97.553
6366,白海參,7.399,0.0898,0,32.4037
6367,海蚯蚓,7.399,0.0898,0,32.4037
6368,沙糞,7.399,0.0898,0,32.4037
6369,仿刺參,8.234,0.07,0.8001,35.7906
6370,刺參,8.234,0.07,0.8001,35.7906
6371,南美刺參,11.961,0.0496,0,51.5209
6372,紅海參,7.462,0.095,0.0318,32.7196
6373,黑烏參,6.497,0.1136,0,28.7669
6374,海蜇皮,4.388,0,2.221,18.7368
6375,瑝魚,4.388,0,2.221,18.7368
6376,海蛇,4.388,0,2.221,18.7368
6377,紅(面)蜇,4.388,0,2.221,18.7368
6378,鮓魚,4.388,0,2.221,18.7368
6379,雞蛋平均值,12.531,8.8481,1.8051,134.445
6380,雞蛋(白殼),12.6003,9.1027,1.6195,137.0437
6381,雞蛋,12.6003,9.1027,1.6195,137.0437
6382,蛋,12.6003,9.1027,1.6195,137.0437
6383,雞蛋(黃殼),12.4617,8.5935,1.9907,131.8464
6384,土雞蛋,12.9475,8.0534,1.6916,129.0928
6385,烏骨雞蛋,12.66,11.5904,2.4437,159.743
6386,雞蛋(高DHA),12.537,8.568,1.8487,131.9447
6387,雞蛋(高次亞麻油酸),12.431,9.41,2.8026,139.0774
6388,雞蛋(高亞麻油酸),13.02,8.41,0.8307,132.6254
6389,初卵雞蛋,12.279,9.152,1.3608,136.0875
6390,雞蛋(高維生素A&E),12.1,9.01,0,134.0262
6391,雞蛋(高維生素E),12.786,9.69,1.4127,143.1508
6392,雞蛋白平均值,11.171,0.1456,0.5265,50.0184
6393,雞蛋白(白殼),10.705,0.1011,0,47.5857
6394,雞蛋白(黃殼),11.637,0.19,1.1781,52.4511
6395,烏骨雞蛋白,10.643,0.0495,1.6638,46.85
6396,雞蛋黃平均值,15.2217,26.7878,3.5698,307.9919
6397,雞蛋黃(白殼),15.9843,28.8655,1.561,330.0584
6398,雞蛋黃(黃殼),14.459,24.71,5.5786,285.9254
6399,烏骨雞蛋黃,15.51,30.604,1.4401,343.6717
6400,雞蛋黃(高維生素E),16.236,27,5.3503,314.329
6401,雞水波蛋,11.584,10.6932,0.8217,146.9589
6402,(不帶殼水煮蛋),11.584,10.6932,0.8217,146.9589
6403,雞水煮蛋,14.001,9.2211,1.7098,144.2187
6404,雞水煮蛋白,13.557,0.1851,1.5401,60.7781
6405,雞水煮蛋黃,15.544,30.4643,2.9185,342.5598
6406,雞皮蛋平均值,12.496,8.0598,2.9538,127.1815
6407,雞皮蛋,12.757,8.5105,3.5682,132.3852
,皮蛋,12.757,8.5105,3.5682,132.3852
6408,土雞皮蛋,12.235,7.609,2.3393,121.9778
6409,炒蛋(加油3大匙),12.9025,16.0664,4.5836,214.542
6410,茶葉蛋平均值,13.6533,9.0607,2.2218,141.2559
6411,茶葉蛋(市售),13.522,8.7314,3.5119,137.7131
6412,茶葉蛋(浸泡隔夜),13.7846,9.39,0.9316,144.7987
6413,茶葉蛋白(浸泡隔夜),12.932,0.1265,0.3891,57.5246
6414,茶葉蛋黃(浸泡隔夜),15.7065,30.2935,2.1592,341.7277
6415,荷包蛋(不加油),13.9765,11.1942,1.4475,161.9092
6416,荷包蛋(加油1小匙),13.0145,14.8524,1.6273,192.2388
6417,溫泉蛋,12.945,7.8417,3.7843,127.1723
6418,煎蛋(不加油),13.506,11.2689,4.8791,160.5316
6419,滷蛋平均值,16.4022,11.0762,4.6187,171.4212
6420,雞滷蛋(市售),15.6803,11.4042,6.3581,190.7914
6421,雞滷蛋(現煮),16.579,11.0665,3.1336,178.4489
6422,雞滷蛋(浸泡隔夜),16.9473,10.758,4.3645,182.0692
6423,滷蛋白平均值,16.6855,0.1959,4.5508,74.5153
6424,雞滷蛋白(現煮),16.64,0.1962,3.9053,83.947
6425,雞滷蛋白(浸泡隔夜),16.731,0.1955,5.1962,89.4683
6426,滷蛋黃平均值,17.0285,33.6838,1.9468,378.0717
6427,雞滷蛋黃(現煮),16.6395,33.7644,1.3258,375.7408
6428,雞滷蛋黃(浸泡隔夜),17.4175,33.6031,2.5678,382.3691
6429,蒸蛋平均值,5.2615,4.6017,2.1604,64.4478
6430,蒸蛋(市售),3.58,1.77,3.373,31.5742
6431,芙蓉豆腐,3.58,1.77,3.373,31.5742
6432,蒸蛋(微波爐),6.3665,6.0384,1.7743,82.2243
6433,蒸蛋(電鍋),5.838,5.9968,1.334,79.5448
6434,雞鐵蛋,26.6,17.5,5.9,287.5
6435,鴨蛋,13.147,14.3789,0.211,187.0186
6436,紅面番鴨蛋,13.14,15.6,0,198.0024
6437,鴨蛋白,10.8,0,1.4,47.088
6438,鴨蛋黃,15.8,30.8,2,346.704
6439,鴨皮蛋,12.7715,11.3539,2.6687,158.0959
6440,鴨鹹蛋平均值,13.3108,14.1293,1.0546,185.4818
6441,鴨生鹹蛋,12.492,14.71,0,187.1493
6442,鴨熟鹹蛋,13.71,13.8417,0.801,184.6277
6443,鴨熟鹹蛋(薄鹽),13.7305,13.8363,3.5234,184.6684
6444,鴨鹹蛋黃,23.62,47.6391,1.273,532.6879
6445,鵪鶉蛋,12.666,12.9681,1.1517,172.196
6446,鳥蛋,12.666,12.9681,1.1517,172.196
6447,鵪鶉水煮蛋,12.301,12.1036,0.0476,162.8068
6448,鳥蛋,12.301,12.1036,0.0476,162.8068
6449,鵪鶉皮蛋,13.8085,10.891,1.7759,158.4419
6450,鳥蛋,13.8085,10.891,1.7759,158.4419
6451,鵪鶉滷蛋,16.197,14.3321,11.1139,199.8945
6452,鳥蛋,16.197,14.3321,11.1139,199.8945
6453,鵪鶉鹹蛋,13.73,12.2926,1.9173,170.7421
6454,鳥蛋,13.73,12.2926,1.9173,170.7421
6455,鵪鶉鐵蛋,28.82,26.93,20.37,439.13
6456,鳥蛋,28.82,26.93,20.37,439.13
6457,鴿蛋,10.18,5.74,2.535,96.1596
6458,鳥蛋,10.18,5.74,2.535,96.1596
6459,鵝蛋,10,14.99,3.194,178.8098
6460,高脂鮮乳,3.191,3.9956,6.147,72.5358
6461,牛乳,3.191,3.9956,6.147,72.5358
6462,牛奶,3.191,3.9956,6.147,72.5358
6463,全脂鮮乳平均值,3.0241,3.5655,4.836,62.9689
6464,牛乳,3.0241,3.5655,4.836,62.9689
6465,牛奶,3.0241,3.5655,4.836,62.9689
6466,全脂鮮乳(1月取樣),2.926,3.61,4.691,62.3801
6467,牛乳,2.926,3.61,4.691,62.3801
6468,牛奶,2.926,3.61,4.691,62.3801
6469,全脂鮮乳(4月取樣),2.936,3.5582,4.6472,61.798
6470,牛乳,2.936,3.5582,4.6472,61.798
6471,牛奶,2.936,3.5582,4.6472,61.798
6472,全脂鮮乳(6月取樣),3.187,3.5687,4.5756,62.6849
6473,牛乳,3.187,3.5687,4.5756,62.6849
6474,牛奶,3.187,3.5687,4.5756,62.6849
6475,全脂鮮乳(9月取樣),2.78,3.5816,5.294,63.8406
6476,牛乳,2.78,3.5816,5.294,63.8406
6477,牛奶,2.78,3.5816,5.294,63.8406
6478,全脂鮮乳(10月取樣),3.04,3.7049,4.7808,64.0486
6479,牛乳,3.04,3.7049,4.7808,64.0486
6480,牛奶,3.04,3.7049,4.7808,64.0486
6481,全脂鮮乳(11月取樣),3.075,3.5,4.625,61.794
6482,牛乳,3.075,3.5,4.625,61.794
6483,牛奶,3.075,3.5,4.625,61.794
6484,全脂鮮乳(12月取樣),3.225,3.435,5.2382,64.2362
6485,牛乳,3.225,3.435,5.2382,64.2362
6486,牛奶,3.225,3.435,5.2382,64.2362
6487,中脂鮮乳,3.1333,1.8667,4.8333,48.4924
6488,牛乳,3.1333,1.8667,4.8333,48.4924
6489,牛奶,3.1333,1.8667,4.8333,48.4924
6490,低脂鮮乳,3.0537,1.252,5.0172,43.4609
6491,牛乳,3.0537,1.252,5.0172,43.4609
6492,牛奶,3.0537,1.252,5.0172,43.4609
6493,高脂強化鮮乳(鈣強化),3.156,3.9352,5.1732,68.0868
6494,牛乳,3.156,3.9352,5.1732,68.0868
6495,牛奶,3.156,3.9352,5.1732,68.0868
6496,高脂強化鮮乳(寡醣強化),3.2,4.08,5.0712,69.1527
6497,牛乳,3.2,4.08,5.0712,69.1527
6498,牛奶,3.2,4.08,5.0712,69.1527
6499,中脂強化鮮乳(脂肪酸調整),2.02,1.99,8.5842,59.3384
6500,牛乳,2.02,1.99,8.5842,59.3384
6501,牛奶,2.02,1.99,8.5842,59.3384
6502,低脂強化鮮乳(維生素E強化),3,1.3381,4.1619,40.6785
6503,牛乳,3,1.3381,4.1619,40.6785
6504,牛奶,3,1.3381,4.1619,40.6785
6505,低脂強化鮮乳(寡醣強化),3.138,1.3267,5.4598,46.1904
6506,牛乳,3.138,1.3267,5.4598,46.1904
6507,牛奶,3.138,1.3267,5.4598,46.1904
6508,脫脂強化鮮乳(鈣強化),3.53,0.33,6.2589,42.1957
6509,牛乳,3.53,0.33,6.2589,42.1957
6510,牛奶,3.53,0.33,6.2589,42.1957
6511,脫脂強化鮮乳(寡醣強化),3.1145,0.3669,5.1586,36.4877
6512,牛乳,3.1145,0.3669,5.1586,36.4877
6513,牛奶,3.1145,0.3669,5.1586,36.4877
6514,脫脂強化鮮乳(鐵強化),4.15,0.17,5.5864,40.8342
6515,牛乳,4.15,0.17,5.5864,40.8342
6516,牛奶,4.15,0.17,5.5864,40.8342
6517,中脂調味乳(巧克力),1.941,1.9799,9.2415,60.9691
6518,牛乳,1.941,1.9799,9.2415,60.9691
6519,牛奶,1.941,1.9799,9.2415,60.9691
6520,中脂調味乳(多穀類),2.39,3.07,7.5708,65.204
6521,牛乳,2.39,3.07,7.5708,65.204
6522,牛奶,2.39,3.07,7.5708,65.204
6523,中脂調味乳(果汁),1.6,1.5619,8.4381,54.2095
6524,牛乳,1.6,1.5619,8.4381,54.2095
6525,牛奶,1.6,1.5619,8.4381,54.2095
6526,中脂調味乳(鈣強化),2.3,2.558,8.942,66.9114
6527,牛乳,2.3,2.558,8.942,66.9114
6528,牛奶,2.3,2.558,8.942,66.9114
6529,中脂調味乳(維生素強化),2,1.9261,8.5739,58.6514
6530,牛乳,2,1.9261,8.5739,58.6514
6531,牛奶,2,1.9261,8.5739,58.6514
6532,中脂調味乳(纖維&維生素E強化),2.4,2.1,9.3,64.137
6533,牛乳,2.4,2.1,9.3,64.137
6534,牛奶,2.4,2.1,9.3,64.137
6535,低脂調味乳(木瓜),1.8,1.3049,10.4951,60.9245
6536,牛乳,1.8,1.3049,10.4951,60.9245
6537,牛奶,1.8,1.3049,10.4951,60.9245
6538,高脂保久乳,3.107,5.0787,3.3879,71.0198
6539,牛乳,3.107,5.0787,3.3879,71.0198
6540,牛奶,3.107,5.0787,3.3879,71.0198
6541,全脂保久乳,2.954,3.3772,5.0859,61.9816
6542,牛乳,2.954,3.3772,5.0859,61.9816
6543,牛奶,2.954,3.3772,5.0859,61.9816
6544,中脂保久乳,3.2265,1.8185,4.8304,48.4554
6545,牛乳,3.2265,1.8185,4.8304,48.4554
6546,牛奶,3.2265,1.8185,4.8304,48.4554
6547,低脂強化保久乳(寡糖強化),3.204,1.0465,5.96,45.945
6548,牛乳,3.204,1.0465,5.96,45.945
6549,牛奶,3.204,1.0465,5.96,45.945
6550,中脂調味保久乳(巧克力),1.897,1.7369,9.271,59.3359
6551,牛乳,1.897,1.7369,9.271,59.3359
6552,牛奶,1.897,1.7369,9.271,59.3359
6553,中脂調味保久乳(布丁),1.6,1.7,9.8,60.9
6554,牛乳,1.6,1.7,9.8,60.9
6555,牛奶,1.6,1.7,9.8,60.9
6556,全脂奶粉,26.379,28.2449,37.0143,504.1563
6557,乳粉,26.379,28.2449,37.0143,504.1563
6558,部份脫脂奶粉平均值,28.232,14.0201,48.8583,432.8685
6559,乳粉,28.232,14.0201,48.8583,432.8685
6560,部份脫脂奶粉,32.8,11.6101,46.0899,420.4767
6561,乳粉,32.8,11.6101,46.0899,420.4767
6562,部份脫脂奶粉(即溶),23.664,16.43,51.6267,445.2603
6563,乳粉,23.664,16.43,51.6267,445.2603
6564,脫脂奶粉平均值,37.107,0.9384,49.9987,360.1904
6565,乳粉,37.107,0.9384,49.9987,360.1904
6566,脫脂奶粉,36.214,0.9139,51.1603,360.6573
6567,乳粉,36.214,0.9139,51.1603,360.6573
6568,脫脂奶粉(即溶),38,0.9629,48.8371,359.7235
6569,乳粉,38,0.9629,48.8371,359.7235
6570,部份脫脂低乳糖奶粉,34.63,10.39,45.6455,415.8463
6571,乳粉,34.63,10.39,45.6455,415.8463
6572,全脂強化奶粉(纖維強化),25.6,27,39.5,493.523
6573,乳粉,25.6,27,39.5,493.523
6574,部份脫脂強化奶粉(鈣強化),25.036,11.7819,51.0339,407.9678
6575,乳粉,25.036,11.7819,51.0339,407.9678
6576,脫脂牛奶,25.036,11.7819,51.0339,407.9678
6577,部份脫脂強化奶粉(纖維&DHA強化),23.169,22.07,47.2889,465.9045
6578,乳粉,23.169,22.07,47.2889,465.9045
6579,部份脫脂強化奶粉(纖維&鈣強化),35.923,3.6776,48.9109,373.4496
6580,乳粉,35.923,3.6776,48.9109,373.4496
6581,部份脫脂強化奶粉(脂肪酸調整),22.722,23.48,45.9049,481.0641
6582,乳粉,22.722,23.48,45.9049,481.0641
6583,脫脂強化奶粉(抗氧化),32.343,1.01,56.5688,365.132
6584,乳粉,32.343,1.01,56.5688,365.132
6585,脫脂強化奶粉(鈣&維生素A強化),38,1.0258,48.7742,360.0329
6586,乳粉,38,1.0258,48.7742,360.0329
6587,脫脂強化奶粉(鈣&維生素C,32.781,0.6585,55.4155,360.2211
6588,E強化),32.781,0.6585,55.4155,360.2211
6589,乳粉,32.781,0.6585,55.4155,360.2211
6590,脫脂強化奶粉(鈣&鐵強化),35.6,0.6799,52.2609,360.238
6591,乳粉,35.6,0.6799,52.2609,360.238
6592,部份脫脂調味奶粉(巧克力),14.054,6.8704,71.9373,390.6602
6593,乳粉,14.054,6.8704,71.9373,390.6602
6594,部份脫脂調味奶粉(果汁),19.8,12.2593,61.4407,430.0808
6595,乳粉,19.8,12.2593,61.4407,430.0808
6596,切片乾酪,18.3195,23.6949,5.8799,292.9052
6597,起司,18.3195,23.6949,5.8799,292.9052
6598,"芝士(市售亦稱""乳酪"")",18.3195,23.6949,5.8799,292.9052
6599,切片乾酪(低脂),21.678,12.9989,8.7505,240.6898
6600,起司,21.678,12.9989,8.7505,240.6898
6601,"芝士(市售亦稱""乳酪"")",21.678,12.9989,8.7505,240.6898
6602,刨絲乾酪,25.143,22.584,4.4371,323.0455
6603,起司,25.143,22.584,4.4371,323.0455
6604,"芝士(市售亦稱""乳酪"")",25.143,22.584,4.4371,323.0455
6605,乾酪粉,40.397,34.0383,3.139,483.8398
6606,起司粉,40.397,34.0383,3.139,483.8398
6607,"芝士粉(市售亦稱""乳酪粉"")",40.397,34.0383,3.139,483.8398
6608,乳酪,40.397,34.0383,3.139,483.8398
6609,脫脂稀釋發酵乳,1.0663,0.0535,15.8363,68.0919
6610,活菌乳酸飲料,1.0663,0.0535,15.8363,68.0919
6611,脫脂稀釋發酵乳(鈣強化),1.015,0.0711,16.8801,72.2203
6612,活菌乳酸飲料,1.015,0.0711,16.8801,72.2203
6613,全脂濃稠發酵乳,4.06,3.1889,11.3083,90.1733
6614,優酪乳,4.06,3.1889,11.3083,90.1733
6615,中脂濃稠發酵乳,2.873,2.2792,12.563,80.4898
6616,優酪乳,2.873,2.2792,12.563,80.4898
6617,中脂濃稠發酵乳(無糖&纖維強化),3.163,2.217,10.4424,73.1358
6618,優酪乳,3.163,2.217,10.4424,73.1358
6619,中脂濃稠發酵乳(草莓),3.129,2.687,12.9748,87.6262
6620,優酪乳,3.129,2.687,12.9748,87.6262
6621,低脂濃稠發酵乳,2.3403,1.07,13.5884,73.3448
6622,優酪乳,2.3403,1.07,13.5884,73.3448
6623,脫脂濃稠發酵乳,2.988,0.3931,12.0514,63.2447
6624,優酪乳,2.988,0.3931,12.0514,63.2447
6625,脫脂濃稠發酵乳(低熱量),2.041,0.119,6.933,36.967
6626,優酪乳,2.041,0.119,6.933,36.967
6627,脫脂濃稠發酵乳(草莓),2.3,0.3876,13.8124,67.938
6628,優酪乳,2.3,0.3876,13.8124,67.938
6629,脫脂濃稠發酵乳(啤酒酵母),2.113,0.0636,6.3641,34.4808
6630,優酪乳,2.113,0.0636,6.3641,34.4808
6631,高脂凝態發酵乳(纖維強化),3.207,3.8007,11.9153,91.2755
6632,優格,3.207,3.8007,11.9153,91.2755
6633,全脂凝態發酵乳,3.148,3.3461,13.6244,97.2045
6634,優格,3.148,3.3461,13.6244,97.2045
6635,中脂凝態發酵乳(草莓),3.7,2.7135,15.6865,101.9675
6636,優格,3.7,2.7135,15.6865,101.9675
6637,中脂凝態發酵乳(蘆薈),1.74,2.5227,15.0862,89.1961
6638,優格,1.74,2.5227,15.0862,89.1961
6639,脫脂凝態發酵乳(纖維強化),4.056,0.4535,15.9478,83.9053
6640,優格,4.056,0.4535,15.9478,83.9053
,香草優格,4.056,0.4535,15.9478,83.9053
6641,脫脂保久稀釋發酵乳,0.137,0.1247,11.0179,45.7419
6642,乳酸飲料,0.137,0.1247,11.0179,45.7419
6643,脫脂保久濃稠發酵乳(草莓&蘋果),3,0.2,13.6,68.2
6644,保久優酪乳,3,0.2,13.6,68.2
6645,淡煉乳,6.5,8.3,9.1,135.929
6646,蒸發乳,6.5,8.3,9.1,135.929
6647,奶水,6.5,8.3,9.1,135.929
6648,加糖部份脫脂煉乳,7.506,7.7991,56.2462,318.2775
6649,高脂鮮羊乳,3.37,3.9501,4.1709,65.2527
6650,羊奶,3.37,3.9501,4.1709,65.2527
6651,中脂鮮羊乳,2.697,2.41,3.8832,47.7281
6652,羊奶,2.697,2.41,3.8832,47.7281
6653,保久羊乳,2.9535,3.2627,4.5407,58.8631
6654,羊奶,2.9535,3.2627,4.5407,58.8631
6655,中脂調味保久羊乳(巧克力),1.1,1.461,10.2697,58.6278
6656,羊奶,1.1,1.461,10.2697,58.6278
6657,中脂調味保久羊乳(果汁),2.94,2.8338,9.5076,75.2946
6658,羊奶,2.94,2.8338,9.5076,75.2946
6659,全脂羊奶粉平均值,26.3005,30.2894,34.9733,513.893
6660,羊乳粉,26.3005,30.2894,34.9733,513.893
6661,全脂羊奶粉,26.7,29.7568,34.8432,510.4145
6662,羊乳粉,26.7,29.7568,34.8432,510.4145
6663,全脂羊奶粉(即溶),25.901,30.8219,35.1033,517.3715
6664,羊乳粉,25.901,30.8219,35.1033,517.3715
6665,牛油平均值,0.0215,85.5326,2.4036,763.8057
6666,牛油(未精煉),0,71.93,4.2429,642.3349
6667,牛油(精煉),0.043,99.1351,0.5643,885.2764
6668,豬油,0,99.655,0,889.9192
6669,高油酸豬油,0,100,0,893
6670,雞油,0,99.755,0,890.8122
6671,大豆油,0,99.9874,0,883.8886
6672,黃豆油,0,99.9874,0,883.8886
6673,沙拉油,0,99.9874,0,883.8886
6674,大豆油(卵磷脂強化),0,99.56,0,880.1104
6675,大豆油(多種維生素強化),0,99.9,0,883.116
6676,沙拉油,0,99.9,0,883.116
6677,玉米油,0.015,99.8373,0.1058,882.5617
6678,粟米油,0.015,99.8373,0.1058,882.5617
6679,玉米胚芽油,0.015,99.8373,0.1058,882.5617
6680,米油平均值,0.038,99.9208,0,883.2999
6681,米油(秈米),0.076,99.9416,0,883.4837
6682,米糠油,0.076,99.9416,0,883.4837
6683,玄米油,0.076,99.9416,0,883.4837
6684,胚芽米油,0.076,99.9416,0,883.4837
6685,米油(粳米),0,99.9,0.003,883.116
6686,米糠油,0,99.9,0.003,883.116
6687,玄米油,0,99.9,0.003,883.116
6688,胚芽米油,0,99.9,0.003,883.116
6689,亞麻仁油,0.171,92.8096,6.8532,820.4369
6690,白芝麻油,0.09,99.9606,0,883.6517
6691,黑芝麻油,0.086,99.6625,0.1765,881.0165
6692,調合芝麻油,0.065,99.9779,0,883.8046
6693,花生油,0,99.9,0,883.116
6694,調合花生油,0.023,99.9548,0,883.6004
6695,油菜籽油,0,99.9,0.024,883.116
6696,芥花油,0.0107,99.8918,0,883.0435
6697,芥花籽油,0.0107,99.8918,0,883.0435
6698,菜籽油,0.0107,99.8918,0,883.0435
6699,南瓜籽油,0,99.9,0.02,883.116
6700,紅花籽油,0,99.95,0,883.558
6701,高油酸紅花籽油,0.0165,99.5663,0.3872,880.1661
6702,核桃油,0,99.9,0.0223,883.116
6703,茶油平均值,0,99.9135,0,883.2353
6704,油茶油,0,99.927,0,883.3547
6705,苦茶(籽)油,0,99.927,0,883.3547
6706,山茶油,0,99.927,0,883.3547
6707,天綠果油,0,99.927,0,883.3547
6708,大果種油茶油,0,99.927,0,883.3547
6709,熟油茶油,0,99.9,0.02,883.116
6710,苦茶(籽)油,0,99.9,0.02,883.116
6711,山茶油,0,99.9,0.02,883.116
6712,天綠果油,0,99.9,0.02,883.116
6713,大果種油茶油,0,99.9,0.02,883.116
6714,高油酸棕櫚油,0,99.9,0,883.116
6715,椰子油,0,99.86,0,882.7624
6716,油,0,99.86,0,882.7624
6717,素蠔油,0,99.86,0,882.7624
6718,葵花籽油,0,99.9524,0,883.5792
6719,葵花籽油(多種維生素強化),0,99.89,0.0134,883.0276
6720,高油酸葵花籽油,0,99.9,0.01,883.116
6721,葡萄籽油,0,99.9736,0,883.7666
6722,橄欖油,0,99.9537,0,883.5907
6723,烤酥油,0.0195,99.8778,0,882.9198
6724,調合植物油,0.028,100.3005,0,886.6564
,植物油,0.028,100.3005,0,886.6564
6725,蔬菜油,0.028,100.3005,0,886.6564
6726,中鏈脂肪酸油,0,99.9,0,883.116
